id,content,test_prompt
3987.1,"output.id: de995563-8826-49b3-b22e-763eaf3827f6 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Banni%C3%A8re-Linkedin-page-perso.aspx, who created it: ""displayName"":""David Budin"",""email"":""dbudin@dtsc.be"" and when it was created: ""createdDateTime"":""2024-02-28T07:17:15Z"" and last time it was modified: ""lastModifiedDateTime"":""2025-01-17T09:36:07Z"" | output.content: January 2025 Banner


June 2024 Banner


Latest banner (02/2024)
With emphasis on services, slogan and logo",
3987.2,"output.id: de995563-8826-49b3-b22e-763eaf3827f6 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Banni%C3%A8re-Linkedin-page-perso.aspx, who created it: ""displayName"":""David Budin"",""email"":""dbudin@dtsc.be"" and when it was created: ""createdDateTime"":""2024-02-28T07:17:15Z"" and last time it was modified: ""lastModifiedDateTime"":""2025-01-17T09:36:07Z"" | output.content: Banner januari 2025


Banner juni 2024


Meest recente banner (02/2024)
Met nadruk op diensten, slogan en logo",
3987.3,"output.id: de995563-8826-49b3-b22e-763eaf3827f6 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Banni%C3%A8re-Linkedin-page-perso.aspx, who created it: ""displayName"":""David Budin"",""email"":""dbudin@dtsc.be"" and when it was created: ""createdDateTime"":""2024-02-28T07:17:15Z"" and last time it was modified: ""lastModifiedDateTime"":""2025-01-17T09:36:07Z"" | output.content: Banner Januar 2025


Banner Juni 2024


Aktuellstes Banner (02/2024)
Mit Schwerpunkt auf Dienstleistungen, Slogan und Logo",
3988,"output.id: 650199a7-5840-442f-8ed1-0681dcf58f29 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/BRAIN.aspx, who created it: ""displayName"":""David Budin"",""email"":""dbudin@dtsc.be"" and when it was created: ""createdDateTime"":""2025-01-22T09:36:26Z"" and last time it was modified: ""lastModifiedDateTime"":""2025-01-22T09:36:47Z"" | output.content: Show a banner with title and author information Banner BRAIN David Budin Visual identity","COMMENT: No content, maybe ignore"
3989,"output.id: e849b293-ce88-42bb-8a3c-6d7d88e459b0 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Cafeteria-plan.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2023-09-18T11:52:52Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-09-26T14:24:03Z"" | output.content: You can find here the description of one part of our employee benefits program - the Cafeteria Plan. This innovative offering is designed with one key principle in mind: putting you in the driver's seat when it comes to your compensation package. We believe that your benefits should be as unique as you are, and the Cafeteria Plan is here to make that a reality.

What is the Cafeteria Plan?
Simply put, the Cafeteria Plan is a way for you to tailor your employee benefits to suit your individual needs and preferences. Instead of a one-size-fits-all approach, this plan allows you to choose from a menu of benefits that resonate with you. Whether you value extra time off, enhanced healthcare options, or other perks, this plan gives you the flexibility to create a benefits package that aligns perfectly with your life.

How and When?
Around November 25th each year, you will receive a document with a list of options to choose from and you will have approximately three weeks to complete and submit it.

Why is it Great for You?
Empowerment: We believe you should have a say in your benefits, and the Cafeteria Plan puts the power of choice back into your hands. It's all about empowering you to make decisions that matter most to you.
Customization: Your needs are unique, and so should be your benefits package. With the Cafeteria Plan, you can customize your compensation in a way that suits your life circumstances.
Satisfaction: When you have a benefits package that caters to your needs, it naturally leads to higher job satisfaction. We want you to be happy, engaged, and motivated in your role.
Work-Life Balance: Achieving a healthy work-life balance is essential. The Cafeteria Plan allows you to convert part of your salary into additional time off or other benefits that promote your well-being.
Financial Benefits: You can also choose benefits that make sense for your financial goals. From tax-advantaged options to retirement contributions, this plan helps you plan for your financial future.
Retention and Attraction: Not only does this plan benefit you, but it also makes us a more attractive employer. It can enhance our ability to attract top talent and keep our existing team members engaged and loyal.

What Benefits Can You Choose From?
Within the Cafeteria Plan, you have an array of benefits to choose from. These include:
1. Epargne-Pension (Pension Savings): Secure your financial future with tax-advantaged pension savings.
2. IT Devices and Internet Expenses: Cover your IT devices and internet costs.
3. Assurance Hospitalisation (Hospitalization Insurance): Enjoy hospitalization insurance with no impact on your employer's budget.
4. Check-Up Médical (Medical Check-Up): Prioritize your health with regular medical check-ups.
5. Vélo (Bicycle): Get a tax deduction for your company bicycle (Avantage de Toute Nature or ATN).
6. Jours de Congés Supplémentaires (Extra Days Off): Enhance your work-life balance with extra vacation days.
7. Formations Professionnelles (Professional Training): Invest in your personal and professional growth with additional training.
8. Abonnement Salle de Sport (Gym Membership): Stay fit and active with a gym membership.
9. Mobilier de Bureau (Home Office Furniture): Create a comfortable home office space.
10. Montre Connectée (Smartwatch): Stay connected and organized with a smartwatch.
11. Option Cash en Prime (Cash Bonus): Choose a cash bonus for immediate financial flexibility.

These benefits are adaptable to your individual needs and preferences, giving you the power to create a benefits package that aligns perfectly with your life and goals.

To learn more and get started customizing your benefits, watch our informative video accessible at the following link: Plan cafétéria - Présentation personnel DTSC 072023.mp4",What are the cafeteria plan benefits?
3989.1,"output.id: e849b293-ce88-42bb-8a3c-6d7d88e459b0 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Cafeteria-plan.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2023-09-18T11:52:52Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-09-26T14:24:03Z"" | output.content: Vous trouverez ici la description d'une partie de notre programme d'avantages sociaux - le Plan Cafétéria. Cette offre innovante est conçue avec un principe clé à l'esprit : vous mettre aux commandes de votre package de rémunération. Nous croyons que vos avantages devraient être aussi uniques que vous, et le Plan Cafétéria est là pour faire de cela une réalité.

Qu'est-ce que le Plan Cafétéria ?
En termes simples, le Plan Cafétéria est un moyen pour vous de personnaliser vos avantages sociaux en fonction de vos besoins et préférences individuels. Au lieu d'une approche uniforme, ce plan vous permet de choisir parmi un menu d'avantages qui vous correspondent. Que vous valorisiez du temps libre supplémentaire, des options de soins de santé améliorées ou d'autres avantages, ce plan vous donne la flexibilité de créer un package d'avantages qui s'aligne parfaitement avec votre vie.

Comment et Quand ?
Vers le 25 novembre de chaque année, vous recevrez un document avec une liste d'options parmi lesquelles choisir et vous disposerez d'environ trois semaines pour le compléter et le soumettre.

Pourquoi est-ce avantageux pour vous ?
Autonomisation : Nous croyons que vous devriez avoir votre mot à dire dans vos avantages, et le Plan Cafétéria remet le pouvoir de choix entre vos mains. Il s'agit de vous donner les moyens de prendre les décisions qui comptent le plus pour vous.
Personnalisation : Vos besoins sont uniques, et votre package d'avantages devrait l'être aussi. Avec le Plan Cafétéria, vous pouvez personnaliser votre rémunération d'une manière qui correspond à votre situation de vie.
Satisfaction : Lorsque vous avez un package d'avantages qui répond à vos besoins, cela conduit naturellement à une plus grande satisfaction au travail. Nous voulons que vous soyez heureux, engagé et motivé dans votre rôle.
Équilibre travail-vie personnelle : Atteindre un équilibre sain entre le travail et la vie personnelle est essentiel. Le Plan Cafétéria vous permet de convertir une partie de votre salaire en temps libre supplémentaire ou en d'autres avantages qui favorisent votre bien-être.
Avantages financiers : Vous pouvez également choisir des avantages qui ont du sens pour vos objectifs financiers. Des options fiscalement avantageuses aux contributions pour la retraite, ce plan vous aide à planifier votre avenir financier.
Rétention et attraction : Non seulement ce plan vous est bénéfique, mais il fait également de nous un employeur plus attractif. Il peut améliorer notre capacité à attirer les meilleurs talents et à maintenir les membres existants de notre équipe engagés et fidèles.

Quels avantages pouvez-vous choisir ?
Dans le cadre du Plan Cafétéria, vous disposez d'un éventail d'avantages parmi lesquels choisir. Ceux-ci comprennent :
1. Épargne-Pension : Sécurisez votre avenir financier avec une épargne-pension fiscalement avantageuse.
2. Appareils informatiques et frais Internet : Couvrez vos appareils informatiques et coûts Internet.
3. Assurance Hospitalisation : Bénéficiez d'une assurance hospitalisation sans impact sur le budget de votre employeur.
4. Check-Up Médical : Priorisez votre santé avec des bilans médicaux réguliers.
5. Vélo : Obtenez une déduction fiscale pour votre vélo d'entreprise (Avantage de Toute Nature ou ATN).
6. Jours de Congés Supplémentaires : Améliorez votre équilibre travail-vie personnelle avec des jours de vacances supplémentaires.
7. Formations Professionnelles : Investissez dans votre développement personnel et professionnel avec des formations supplémentaires.
8. Abonnement Salle de Sport : Restez en forme et actif avec un abonnement à une salle de sport.
9. Mobilier de Bureau : Créez un espace de bureau à domicile confortable.
10. Montre Connectée : Restez connecté et organisé avec une montre intelligente.
11. Option Cash en Prime : Choisissez une prime en espèces pour une flexibilité financière immédiate.

Ces avantages sont adaptables à vos besoins et préférences individuels, vous donnant le pouvoir de créer un package d'avantages qui s'aligne parfaitement avec votre vie et vos objectifs.

Pour en savoir plus et commencer à personnaliser vos avantages, regardez notre vidéo informative accessible au lien suivant : Plan cafétéria - Présentation personnel DTSC 072023.mp4",
3989.2,"output.id: e849b293-ce88-42bb-8a3c-6d7d88e459b0 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Cafeteria-plan.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2023-09-18T11:52:52Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-09-26T14:24:03Z"" | output.content: Hier vindt u de beschrijving van een onderdeel van ons werknemersvoordelen programma - het Cafetariaplan. Dit innovatieve aanbod is ontworpen met één sleutelprincipe in gedachten: u aan het stuur zetten als het gaat om uw vergoedingspakket. Wij geloven dat uw voordelen net zo uniek moeten zijn als u, en het Cafetariaplan is er om dat werkelijkheid te maken.

Wat is het Cafetariaplan?
Eenvoudig gezegd is het Cafetariaplan een manier voor u om uw werknemersvoordelen af te stemmen op uw individuele behoeften en voorkeuren. In plaats van een one-size-fits-all benadering, stelt dit plan u in staat om te kiezen uit een menu van voordelen die bij u passen. Of u nu extra vrije tijd, verbeterde zorgopties of andere extraatjes waardeert, dit plan geeft u de flexibiliteit om een voordelen pakket te creëren dat perfect bij uw leven past.

Hoe en Wanneer?
Rond 25 november van elk jaar ontvangt u een document met een lijst van opties waaruit u kunt kiezen en u heeft ongeveer drie weken de tijd om dit in te vullen en in te dienen.

Waarom is het geweldig voor u?
Empowerment: Wij geloven dat u inspraak moet hebben in uw voordelen, en het Cafetariaplan legt de keuze weer in uw handen. Het gaat erom u de mogelijkheid te geven beslissingen te nemen die voor u het belangrijkst zijn.
Aanpassing: Uw behoeften zijn uniek, en dat zou uw voordelen pakket ook moeten zijn. Met het Cafetariaplan kunt u uw vergoeding aanpassen op een manier die past bij uw levensomstandigheden.
Tevredenheid: Wanneer u een voordelen pakket heeft dat voldoet aan uw behoeften, leidt dit natuurlijk tot een hogere werktevredenheid. We willen dat u tevreden, betrokken en gemotiveerd bent in uw rol.
Work-Life Balans: Het bereiken van een gezonde work-life balans is essentieel. Het Cafetariaplan stelt u in staat om een deel van uw salaris om te zetten in extra vrije tijd of andere voordelen die uw welzijn bevorderen.
Financiële Voordelen: U kunt ook kiezen voor voordelen die zinvol zijn voor uw financiële doelen. Van fiscaal voordelige opties tot pensioensbijdragen, dit plan helpt u bij het plannen van uw financiële toekomst.
Retentie en Aantrekkingskracht: Dit plan is niet alleen voordelig voor u, maar maakt ons ook een aantrekkelijkere werkgever. Het kan ons vermogen verbeteren om toptalent aan te trekken en onze bestaande teamleden betrokken en loyaal te houden.

Welke voordelen kunt u kiezen?
Binnen het Cafetariaplan heeft u een scala aan voordelen waaruit u kunt kiezen. Deze omvatten:
1. Pensioensparen: Beveilig uw financiële toekomst met fiscaal voordelig pensioensparen.
2. IT-apparaten en internetkosten: Dek uw IT-apparaten en internetkosten.
3. Hospitalisatieverzekering: Geniet van hospitalisatieverzekering zonder impact op het budget van uw werkgever.
4. Medische Check-Up: Geef prioriteit aan uw gezondheid met regelmatige medische check-ups.
5. Fiets: Krijg een belastingaftrek voor uw bedrijfsfiets (Voordeel Alle Aard of VAA).
6. Extra Verlofdagen: Verbeter uw work-life balans met extra vakantiedagen.
7. Professionele Opleidingen: Investeer in uw persoonlijke en professionele groei met aanvullende training.
8. Fitnessabonnement: Blijf fit en actief met een fitnessabonnement.
9. Kantoormeubels: Creëer een comfortabele thuiskantoor ruimte.
10. Smartwatch: Blijf verbonden en georganiseerd met een smartwatch.
11. Cash Bonus Optie: Kies voor een cash bonus voor onmiddellijke financiële flexibiliteit.

Deze voordelen zijn aanpasbaar aan uw individuele behoeften en voorkeuren, waardoor u de mogelijkheid krijgt om een voordelen pakket te creëren dat perfect aansluit bij uw leven en doelen.

Om meer te leren en te beginnen met het aanpassen van uw voordelen, bekijk onze informatieve video toegankelijk via de volgende link: Plan cafétéria - Présentation personnel DTSC 072023.mp4",
3989.3,"output.id: e849b293-ce88-42bb-8a3c-6d7d88e459b0 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Cafeteria-plan.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2023-09-18T11:52:52Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-09-26T14:24:03Z"" | output.content: Hier finden Sie die Beschreibung eines Teils unseres Mitarbeitervorteilsprogramms - des Cafeteria-Plans. Dieses innovative Angebot wurde mit einem Schlüsselprinzip im Sinn entwickelt: Sie bei der Gestaltung Ihres Vergütungspakets ans Steuer zu setzen. Wir glauben, dass Ihre Vorteile so einzigartig sein sollten wie Sie, und der Cafeteria-Plan ist da, um das zur Realität zu machen.

Was ist der Cafeteria-Plan?
Einfach ausgedrückt ist der Cafeteria-Plan eine Möglichkeit für Sie, Ihre Mitarbeitervorteile auf Ihre individuellen Bedürfnisse und Präferenzen abzustimmen. Anstelle eines Einheitsansatzes ermöglicht Ihnen dieser Plan, aus einem Menü von Vorteilen zu wählen, die bei Ihnen Anklang finden. Ob Sie zusätzliche Freizeit, erweiterte Gesundheitsoptionen oder andere Vergünstigungen schätzen, dieser Plan gibt Ihnen die Flexibilität, ein Vorteilspaket zu erstellen, das perfekt zu Ihrem Leben passt.

Wie und Wann?
Jedes Jahr, um den 25. November herum, erhalten Sie ein Dokument mit einer Liste von Optionen, aus denen Sie wählen können, und Sie haben etwa drei Wochen Zeit, um es auszufüllen und einzureichen.

Warum ist es gut für Sie?
Ermächtigung: Wir glauben, dass Sie ein Mitspracherecht bei Ihren Vorteilen haben sollten, und der Cafeteria-Plan legt die Entscheidungsmacht wieder in Ihre Hände. Es geht darum, Sie zu befähigen, Entscheidungen zu treffen, die für Sie am wichtigsten sind.
Anpassung: Ihre Bedürfnisse sind einzigartig, und so sollte auch Ihr Vorteilspaket sein. Mit dem Cafeteria-Plan können Sie Ihre Vergütung so anpassen, dass sie zu Ihren Lebensumständen passt.
Zufriedenheit: Wenn Sie ein Vorteilspaket haben, das auf Ihre Bedürfnisse zugeschnitten ist, führt dies natürlich zu einer höheren Arbeitszufriedenheit. Wir möchten, dass Sie in Ihrer Rolle glücklich, engagiert und motiviert sind.
Work-Life-Balance: Eine gesunde Work-Life-Balance zu erreichen ist wesentlich. Der Cafeteria-Plan ermöglicht es Ihnen, einen Teil Ihres Gehalts in zusätzliche Freizeit oder andere Vorteile umzuwandeln, die Ihr Wohlbefinden fördern.
Finanzielle Vorteile: Sie können auch Vorteile wählen, die für Ihre finanziellen Ziele sinnvoll sind. Von steuerlich begünstigten Optionen bis hin zu Rentenbeiträgen hilft dieser Plan Ihnen, Ihre finanzielle Zukunft zu planen.
Bindung und Anziehungskraft: Dieser Plan kommt nicht nur Ihnen zugute, sondern macht uns auch zu einem attraktiveren Arbeitgeber. Er kann unsere Fähigkeit verbessern, Spitzentalente anzuziehen und unsere bestehenden Teammitglieder engagiert und loyal zu halten.

Welche Vorteile können Sie wählen?
Im Rahmen des Cafeteria-Plans haben Sie eine Reihe von Vorteilen zur Auswahl. Dazu gehören:
1. Altersvorsorge: Sichern Sie Ihre finanzielle Zukunft mit steuerlich begünstigten Rentensparmaßnahmen.
2. IT-Geräte und Internetkosten: Decken Sie Ihre IT-Geräte und Internetkosten ab.
3. Krankenhausversicherung: Genießen Sie Krankenhausversicherung ohne Auswirkungen auf das Budget Ihres Arbeitgebers.
4. Medizinischer Check-Up: Priorisieren Sie Ihre Gesundheit mit regelmäßigen medizinischen Untersuchungen.
5. Fahrrad: Erhalten Sie eine Steuerermäßigung für Ihr Firmenfahrrad (Vorteil jeglicher Art oder ATN).
6. Zusätzliche Urlaubstage: Verbessern Sie Ihre Work-Life-Balance mit zusätzlichen Urlaubstagen.
7. Berufliche Weiterbildung: Investieren Sie in Ihre persönliche und berufliche Entwicklung mit zusätzlicher Schulung.
8. Fitnessstudio-Mitgliedschaft: Bleiben Sie fit und aktiv mit einer Fitnessstudio-Mitgliedschaft.
9. Büromöbel: Schaffen Sie einen komfortablen Heimarbeitsplatz.
10. Smartwatch: Bleiben Sie mit einer Smartwatch verbunden und organisiert.
11. Bargeld-Bonusoption: Wählen Sie einen Bargeldbonus für sofortige finanzielle Flexibilität.

Diese Vorteile sind an Ihre individuellen Bedürfnisse und Präferenzen anpassbar und geben Ihnen die Möglichkeit, ein Vorteilspaket zu erstellen, das perfekt zu Ihrem Leben und Ihren Zielen passt.

Um mehr zu erfahren und mit der Anpassung Ihrer Vorteile zu beginnen, sehen Sie sich unser informatives Video unter folgendem Link an: Plan cafétéria - Présentation personnel DTSC 072023.mp4",
3990,"output.id: 089e9d67-46e7-4ac6-88cf-23cba2d7cfa6 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Car-configuration-%26-order.aspx"",""who created it"":""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"",""createdDateTime"":""2023-09-21T12:30:41Z"",""lastModifiedDateTime"":""2023-09-21T12:31:49Z"" | output.content: Based on your function, the CEO will propose you a list of electric vehicles by email.
Feel free to chose one and to configure it on internet or at the car dealership.
Send the configuration offer to your CEO (tdraye@dtsc.be).
If the CEO accepts the offer, he will proceed with the order of your company car at the car dealer:
Tesla: Michel Debatty, mdebatty@tesla.com.
The car dealer sends the purchase order to the CEO.
The CEO forwards the purchase order to the bank:
Belfius agency of Seraing located at Rue de Rotheux, 37/1 4100 Seraing:
Ludovic Pirard: LUDOVIC.PIRARD@mandat.belfius.be
The bank responds to the CEO with an offer.
The CEO signs the offer if he accepts it and sends it back to the bank.",Who should I contact for my car configuration offer?
3990.1,"output.id: 089e9d67-46e7-4ac6-88cf-23cba2d7cfa6 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Car-configuration-%26-order.aspx"",""who created it"":""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"",""createdDateTime"":""2023-09-21T12:30:41Z"",""lastModifiedDateTime"":""2023-09-21T12:31:49Z"" | output.content: En fonction de votre poste, le CEO vous proposera une liste de véhicules électriques par email.
N'hésitez pas à en choisir un et à le configurer sur internet ou chez le concessionnaire.
Envoyez l'offre de configuration à votre CEO (tdraye@dtsc.be).
Si le CEO accepte l'offre, il procédera à la commande de votre voiture de société auprès du concessionnaire :
Tesla : Michel Debatty, mdebatty@tesla.com.
Le concessionnaire envoie le bon de commande au CEO.
Le CEO transmet le bon de commande à la banque :
Agence Belfius de Seraing située Rue de Rotheux, 37/1 4100 Seraing :
Ludovic Pirard : LUDOVIC.PIRARD@mandat.belfius.be
La banque répond au CEO avec une offre.
Le CEO signe l'offre s'il l'accepte et la renvoie à la banque.",
3990.2,"output.id: 089e9d67-46e7-4ac6-88cf-23cba2d7cfa6 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Car-configuration-%26-order.aspx"",""who created it"":""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"",""createdDateTime"":""2023-09-21T12:30:41Z"",""lastModifiedDateTime"":""2023-09-21T12:31:49Z"" | output.content: Op basis van uw functie zal de CEO u per e-mail een lijst met elektrische voertuigen voorstellen.
Voel u vrij om er één te kiezen en deze online of bij de autodealer te configureren.
Stuur het configuratie-aanbod naar uw CEO (tdraye@dtsc.be).
Als de CEO het aanbod accepteert, zal hij de bestelling van uw bedrijfswagen plaatsen bij de autodealer:
Tesla: Michel Debatty, mdebatty@tesla.com.
De autodealer stuurt de bestelbon naar de CEO.
De CEO stuurt de bestelbon door naar de bank:
Belfius-agentschap van Seraing, gelegen aan Rue de Rotheux, 37/1 4100 Seraing:
Ludovic Pirard: LUDOVIC.PIRARD@mandat.belfius.be
De bank reageert naar de CEO met een aanbod.
De CEO ondertekent het aanbod als hij het accepteert en stuurt het terug naar de bank.",
3990.3,"output.id: 089e9d67-46e7-4ac6-88cf-23cba2d7cfa6 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Car-configuration-%26-order.aspx"",""who created it"":""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"",""createdDateTime"":""2023-09-21T12:30:41Z"",""lastModifiedDateTime"":""2023-09-21T12:31:49Z"" | output.content: Basierend auf Ihrer Funktion wird Ihnen der CEO eine Liste von Elektrofahrzeugen per E-Mail vorschlagen.
Sie können eines davon auswählen und es im Internet oder beim Autohändler konfigurieren.
Senden Sie das Konfigurationsangebot an Ihren CEO (tdraye@dtsc.be).
Wenn der CEO das Angebot akzeptiert, wird er die Bestellung Ihres Firmenwagens beim Autohändler vornehmen:
Tesla: Michel Debatty, mdebatty@tesla.com.
Der Autohändler sendet die Bestellung an den CEO.
Der CEO leitet die Bestellung an die Bank weiter:
Belfius-Filiale in Seraing, Rue de Rotheux, 37/1 4100 Seraing:
Ludovic Pirard: LUDOVIC.PIRARD@mandat.belfius.be
Die Bank antwortet dem CEO mit einem Angebot.
Der CEO unterschreibt das Angebot, wenn er es akzeptiert, und sendet es an die Bank zurück.",
3991,"output.id: e9e23051-22d7-4c5d-ba87-e86be04d3803 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Carte-de-visite.aspx, who created it:""displayName"":""David Budin"",""email"":""dbudin@dtsc.be"" and when it was created:""createdDateTime"":""2024-02-23T12:19:21Z"" and last time it was modified:""lastModifiedDateTime"":""2024-10-11T11:14:30Z"" | output.content: Afficher une bannière avec le titre et les informations sur l’auteur
Bannière
Créer un compte Canva - Gratuit via votre adresse e-mail perso ou pro.
Demander à David ou Mathieu de vous partager le template des cartes de visite.
Dupliquer une carte de visite existante et adaptez-la avec vos informations.
Une fois que vous êtes satisfait du résultat, n'oubliez pas générer le QR code. En allant dans APP:
Vous voulez renvoyer vers le site web : Tapez “QR Gen” dans la barre de recherche:
Sélectionnez le premier design et assurez vous que la couleur corresponde à la charte graphique DTSC #e64e27
Vous voulez renvoyer vers vos données de contact : Tapez “Contact QR” dans la barre de recherche
Remplissez toutes les données que vous voulez renseigner, créez le QR et assurez vous d'aller dans “Customize” pour que la couleur corresponde à la charte graphique DTSC #e64e27.
Cliquez sur le logo en haut à gauche print with Canvas:
Sélectionnez votre finition de papier et suivez les instructions dans les écrans suivants.
Bonne commande !
Se rendre sur le site moo.com
Sélectionner ""Europe"" (https://www.moo.com/eu/)
Nous avons un compte déjà créé:
login: info@dtsc.be
mdp: zevsax-zepgAm-kamqi0
Dans l'onglet, “saved project” se trouve les designs qu'on a utilisés jusqu'à présent.
En prendre un et le modifier avec ses coordonnées.
Il suffit ensuite de commande, avec ce type de papier et cette quantité:
Et voilà le tour est joué",How do I create a business card?
3991.1,"output.id: e9e23051-22d7-4c5d-ba87-e86be04d3803 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Carte-de-visite.aspx, who created it:""displayName"":""David Budin"",""email"":""dbudin@dtsc.be"" and when it was created:""createdDateTime"":""2024-02-23T12:19:21Z"" and last time it was modified:""lastModifiedDateTime"":""2024-10-11T11:14:30Z"" | output.content: Display a banner with the title and author information
Banner
Create a Canva account - Free via your personal or professional email address.
Ask David or Mathieu to share the business card template with you.
Duplicate an existing business card and adapt it with your information.
Once you are satisfied with the result, don't forget to generate the QR code. Go to APP:
If you want to link to the website: Type ""QR Gen"" in the search bar:
Select the first design and make sure the color matches the DTSC brand color #e64e27
If you want to link to your contact details: Type ""Contact QR"" in the search bar
Fill in all the data you want to include, create the QR code and make sure to go to ""Customize"" so the color matches the DTSC brand color #e64e27.
Click on the logo at the top left print with Canva:
Select your paper finish and follow the instructions on the following screens.
Happy ordering!
Go to the moo.com website
Select ""Europe"" (https://www.moo.com/eu/)
We already have an account created:
login: info@dtsc.be
password: zevsax-zepgAm-kamqi0
In the ""saved project"" tab, you will find the designs we have used so far.
Take one and modify it with your contact details.
Then simply order, with this type of paper and this quantity:
And there you have it!",
3991.2,"output.id: e9e23051-22d7-4c5d-ba87-e86be04d3803 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Carte-de-visite.aspx, who created it:""displayName"":""David Budin"",""email"":""dbudin@dtsc.be"" and when it was created:""createdDateTime"":""2024-02-23T12:19:21Z"" and last time it was modified:""lastModifiedDateTime"":""2024-10-11T11:14:30Z"" | output.content: Toon een banner met de titel en informatie over de auteur
Banner
Maak een Canva-account - Gratis via je persoonlijk of professioneel e-mailadres.
Vraag David of Mathieu om de template van de visitekaartjes met je te delen.
Dupliceer een bestaand visitekaartje en pas het aan met jouw gegevens.
Zodra je tevreden bent met het resultaat, vergeet dan niet om de QR-code te genereren. Ga naar APP:
Als je wilt verwijzen naar de website: Type ""QR Gen"" in de zoekbalk:
Selecteer het eerste ontwerp en zorg ervoor dat de kleur overeenkomt met de DTSC-huisstijlkleur #e64e27
Als je wilt verwijzen naar je contactgegevens: Type ""Contact QR"" in de zoekbalk
Vul alle gegevens in die je wilt vermelden, maak de QR-code en zorg ervoor dat je naar ""Customize"" gaat zodat de kleur overeenkomt met de DTSC-huisstijlkleur #e64e27.
Klik op het logo linksboven print with Canva:
Selecteer je papierafwerking en volg de instructies op de volgende schermen.
Veel plezier met bestellen!
Ga naar de website moo.com
Selecteer ""Europe"" (https://www.moo.com/eu/)
We hebben al een account aangemaakt:
login: info@dtsc.be
wachtwoord: zevsax-zepgAm-kamqi0
In het tabblad ""saved project"" vind je de ontwerpen die we tot nu toe hebben gebruikt.
Neem er een en pas het aan met je contactgegevens.
Bestel vervolgens gewoon, met dit type papier en deze hoeveelheid:
En klaar is kees!",
